[00:00:00] 窗外的麻雀在电线杆上多嘴。
[02:08:26] 哎呀，
[02:08:26] 别挑了，
[02:08:27] 同学们。
[02:08:28] 有什么挑的你你真的我我家的亲戚从我姑到我姨现在的话呢，
[02:08:33] 都送到新疆西藏去了，
[02:08:34] 特别是送到那个西藏的啊，
[02:08:36] 大家知道西藏那边的话呢？
[02:08:39] 就是那个高原海拔比较高，
[02:08:40] 他们生了小孩的话呢，
[02:08:42] 因为他们平常在内地长大，
[02:08:44] 生了小孩的话呢，
[02:08:45] 小孩在那边不适应就是。
[02:08:47] 找的老婆呢，
[02:08:48] 也是内地人，
[02:08:49] 所以不太适应，
[02:08:50] 生了小孩就还在山东老家，
[02:08:52] 都是让他们奶奶爷爷带着，
[02:08:55] 嘿嘿，
[02:08:55] 就是。
[02:08:55] 他们现在弄的就是异地异地，
[02:08:58] 我说你异地怎么着？
[02:08:59] 异地你不好好学习，
[02:09:01] 你高考就考那点分数，
[02:09:03] 你行测室内又不好好学。
[02:09:05] 你异地怎么了？
[02:09:06] 国家给你个工作就已经不容易了，
[02:09:08] 就应该对得起你了，
[02:09:09] 你们同意东哥的观点吗？
[02:09:11] 同意的话给老师打个一不同意的话给老师打个二。
[02:09:14] 各位啊，
[02:09:14] 国家一个月给你发6000多块钱，
[02:09:17] 你没事就唱两首歌就下去给我们新疆同胞唱两首歌，
[02:09:21] 你还要怎么着？
[02:09:22] 对得起你了，
[02:09:23] 各位同学们，
[02:09:24] 所以你们给老师记住了哈，
[02:09:27] 人不能苦一辈子，
[02:09:28] 但是总要苦一阵子，
[02:09:30] 你如果能够吃的。
[02:09:32] 苦中苦，
[02:09:32] 你当然就可以选自己喜欢的岗位，
[02:09:35] 就可以选择，
[02:09:37] 就是哎呀，
[02:09:37] 就可以选择。
[02:09:39] 你认为好的岗位，
[02:09:40] 但如果你吃不了苦，
[02:09:41] 你天天就是行测申论，
[02:09:43] 也不想听课，
[02:09:44] 也不想学习，
[02:09:45] 上课就认真讲，
[02:09:46] 你不听，
[02:09:47] 你就天天刷评论，
[02:09:48] 各位。
[02:09:49] 其实我觉得现在去新疆，
[02:09:51] 还有去西藏也是一个挺不错的选择啊，
[02:09:55] 记住我的话，
[02:09:56] 我觉得记住我的话。
[02:09:57] 到基层去到祖国和人民需要的地方去，
[02:10:01] 大家觉得可以吗？
[02:10:03] 可以的话给老师打个一哈。
[02:10:06] 各位，
[02:10:06] 但是不管你是在北京工作还是到基层工作，
[02:10:09] 到新疆到西藏工作，
[02:10:11] 当轮到你上台的时候，
[02:10:13] 你就别再退缩了，
[02:10:14] 到了时间你就一定要去上场。
[02:10:16] 心里打鼓的激动，
[02:10:18] 本身就是身体在为你加油，
[02:10:20] 世界不会为胆怯者让路，
[02:10:22] 却会给勇敢的人重新选择的机会。
[02:10:25] 好吗？
[02:10:25] 请兴致勃勃的去尝试，
[02:10:27] 去经历，
[02:10:28] 去失败，
[02:10:29] 去踏遍未尽的山川，
[02:10:31] 去丈量那些藏着答案的新疆，
[02:10:33] 西藏的远方，
[02:10:34] 怕输才会紧张。
[02:10:36] 但是想赢是不会的，
[02:10:37] 只要你能参与进去的事，
[02:10:39] 你别管它是新疆西藏还是哪里，
[02:10:42] 你就已经拿到了入场券。
[02:10:44] 扔掉你那摇摆不定的破退堂鼓，
[02:10:47] 去做一支蓄势待发的箭，
[02:10:49] 迎着风，
[02:10:49] 对着目标去命中属于你的十环吧。
[02:10:52] 各位怕什么？
[02:10:53] 各位我我还有一个你我们家的家族有被我送到西藏的，
[02:10:58] 还有被我送到新疆的，
[02:11:00] 你们知道吗？
[02:11:01] 有一还有一个学习更不好的。
[02:11:03] 我把它送到哪里去了，
[02:11:05] 你们猜一下，
[02:11:06] 你们猜一下，
[02:11:07] 还有一个学习挺不好的，
[02:11:09] 更不好的，
[02:11:09] 有一年内蒙古。
[02:11:11] 招岗位招你们知道招什么的岗位吗？
[02:11:14] 就是专门招那种封山护林的，
[02:11:17] 哎，
[02:11:17] 我们那年的，
[02:11:18] 你们到新闻上查。
[02:11:19] 叫光头强的岗位，
[02:11:21] 各位这个光头强的岗位呢？
[02:11:23] 原来都是专门针对尖尖忧郁的人，
[02:11:26] 他们来负责，
[02:11:27] 后来呢，
[02:11:27] 国家不让他们负责了，
[02:11:29] 就专门的招光头强的岗位。
[02:11:31] 这是给事业编的，
[02:11:33] 哎呀，
[02:11:33] 那一年是招了一万多人吧，
[02:11:35] 哎呀，
[02:11:36] 我一看嗯，
[02:11:37] 我我们家那个那个那个远房亲戚，
[02:11:39] 反正他高考就考200多，
[02:11:41] 我一看哎。
[02:11:42] 哎呀。
[02:11:43] 就是你了去吧，
[02:11:44] 然后呢，
[02:11:45] 结果他一报，
[02:11:46] 哎呦我靠，
[02:11:47] 那个岗位只报了他一个人，
[02:11:49] 我也不知道咋回事，
[02:11:51] 各位现在还在树林里面待着，
[02:11:53] 给他打电话经常没信号。
[02:11:55] 他天天跟我说，
[02:11:56] 哎呀，
[02:11:56] 说叔说你给我问一下那个你那个同学在航天集团的什么时候把这个网络能搞好啊，
[02:12:02] 搞得跟那个马斯克的新年似的，
[02:12:05] 俺打电话好方便一点。
[02:12:06] 现在俺打电话上网刷抖音，
[02:12:09] 俺刷不着你，
[02:12:10] 俺想听你的网课，
[02:12:11] 听不了你说，
[02:12:12] 哎呀，
[02:12:13] 兄弟们加把劲吧，
[02:12:14] 好吧？
[02:12:15] 好小爱同学在。
[02:12:18] 播放小爱同学播放韩磊花开在眼前。
[02:12:27] 把没好听的花开在眼前，
[02:12:30] 把面试键敲在评论区好吧。
[02:12:45] 嗯。
[02:12:48] 嗯。
[02:12:50] 花开在眼前。
[02:12:54] 已经开了很多很多遍。
[02:13:01] 每次我总是泪流满面，
[02:13:05] 像一个不解风情的少年。
[02:13:10] 花开在眼前。
[02:13:15] 我们一起走过了从前。
[02:13:21] 每次我总是写下诗篇，
[02:13:24] 让大风唱分着点，
[02:13:26] 还会给大家额外加一节课哈。
[02:13:31] 不知道，
[02:13:33] 爱你。
